INTV_QRT,INTV_MON,ACPTCHLD,REJ_PER,REJ_FAM,ACPT_PER,ACPT_FAM,NON_INTV,RECTYPE,SRVY_YR,LIVQRT_P,HHX,REGION,WTIA_HH,WTFA_HH,PSTRAT,PPSU
3,9,0,0,0,1,1,,10,2018,1,030995,1,1948.6,3484,110,61
3,8,,,,,,5,10,2018,1,030996,1,2038.3,0,124,5
3,8,,,,,,5,10,2018,1,030997,1,1820,0,124,66
3,7,0,0,0,2,1,,10,2018,1,030998,4,2381.2,3502,119,10
3,7,0,0,0,2,1,,10,2018,1,030999,4,1980.7,2971,111,46
3,9,,,,,,1,10,2018,1,031000,3,2254.8,0,150,20
3,7,0,0,0,2,1,,10,2018,1,031001,2,2252.7,4055,146,13
3,9,0,0,0,1,1,,10,2018,1,031002,2,2427.7,3421,147,1
3,7,0,0,0,2,1,,10,2018,1,031003,1,2141.3,3154,101,3
3,7,,,,,,1,10,2018,1,031004,1,1996.4,0,110,66
3,7,0,0,0,1,1,,10,2018,1,031005,2,1949,4483,107,109
3,8,0,0,0,1,1,,10,2018,1,031006,1,2030.4,2106,140,63
3,7,2,0,0,4,1,,10,2018,1,031007,4,2435.2,2878,119,45
3,7,,,,,,1,10,2018,1,031008,2,1972,0,134,31
3,8,0,0,0,2,1,,10,2018,1,031010,3,2224.8,3560,130,25
3,9,0,0,0,2,1,,10,2018,1,031011,1,759.1,1314,128,27
3,8,0,0,0,1,1,,10,2018,1,031012,3,2262.8,4004,102,38
3,8,,,,,,5,10,2018,1,031013,4,2252.7,0,111,10
3,9,2,0,0,4,1,,10,2018,1,031014,3,2224.8,3072,141,25
3,9,0,0,0,2,1,,10,2018,1,031015,3,2187.1,3062,115,23
3,8,,,,,,1,10,2018,1,031016,3,2215.7,0,141,26
3,9,,,,,,1,10,2018,98,031017,4,2385.3,0,119,9
3,8,0,0,0,4,2,,10,2018,1,031018,3,2199.2,3299,126,2
3,7,,,,,,5,10,2018,1,031019,4,2415.6,0,151,3
3,9,0,0,0,2,1,,10,2018,1,031020,3,2407.1,3653,136,26
3,9,,,,,,1,10,2018,1,031021,2,2126.8,0,109,15
3,8,1,0,0,2,1,,10,2018,1,031022,3,1953.8,3375,126,42
3,7,,,,,,1,10,2018,1,031024,1,2030.5,0,105,58
3,7,,,,,,1,10,2018,1,031025,3,2372.3,0,121,27
3,8,3,0,0,5,1,,10,2018,1,031026,4,2369.4,3123,113,8
3,7,0,0,0,1,1,,10,2018,1,031027,2,2019.4,3121,133,3
3,9,,,,,,2,10,2018,1,031028,3,575.1,0,136,5
3,9,0,0,0,1,1,,10,2018,1,031029,1,2194.8,3170,148,100
3,8,2,0,0,4,1,,10,2018,1,031030,4,2362.2,3006,113,4
3,7,,,,,,5,10,2018,1,031031,2,2019.4,0,131,2
3,8,3,0,0,5,1,,10,2018,1,031033,4,1923.5,3092,119,52
3,7,1,0,0,2,1,,10,2018,1,031034,4,2381.2,3016,113,6
3,8,2,0,0,4,1,,10,2018,1,031035,3,2027.5,2298,122,29
3,9,1,0,0,3,1,,10,2018,1,031036,3,2077.5,3356,122,44
3,9,,,,,,5,10,2018,1,031037,3,2167.6,0,141,4
3,7,,,,,,1,10,2018,1,031038,3,1950.8,0,149,28
3,8,,,,,,2,10,2018,1,031039,3,2407.1,0,121,26
3,8,,,,,,1,10,2018,1,031040,2,866.9,0,109,92
3,9,,,,,,1,10,2018,1,031041,3,2048.4,0,136,10
3,9,,,,,,1,10,2018,98,031042,2,2115.6,0,147,38
3,7,,,,,,1,10,2018,98,031043,3,2109.2,0,126,60
3,7,,,,,,1,10,2018,1,031044,3,2087.2,0,121,5
3,7,0,0,0,2,1,,10,2018,1,031045,2,1929.9,3171,131,32
3,9,0,0,0,2,1,,10,2018,1,031046,1,2194.8,3240,101,102
3,7,,,,,,1,10,2018,1,031048,4,2435.2,0,119,45
3,7,2,0,0,3,1,,10,2018,1,031049,2,1956.3,2637,133,48
3,7,4,0,0,6,1,,10,2018,1,031050,2,873.9,1456,147,74
3,9,0,0,0,3,1,,10,2018,1,031051,3,1950.8,3414,149,30
3,7,0,0,0,2,1,,10,2018,1,031052,4,2358.3,3116,100,57
3,9,0,0,0,1,1,,10,2018,1,031053,4,2362.2,3806,151,6
3,8,,,,,,1,10,2018,1,031055,2,1913.1,0,117,36
3,8,,,,,,1,10,2018,1,031056,3,2224.8,0,150,25
3,8,5,0,0,7,1,,10,2018,1,031058,4,2207.7,2547,108,92
3,9,0,0,0,1,1,,10,2018,1,031059,3,2215.7,3224,135,21
3,8,0,0,0,2,1,,10,2018,1,031060,1,2030.5,3481,105,58
3,8,3,0,0,4,1,,10,2018,1,031061,3,2308.3,4873,135,23
3,8,0,0,0,2,1,,10,2018,1,031062,4,1912.2,3303,123,34
3,8,0,0,0,1,1,,10,2018,1,031063,3,2196.6,3594,122,46
3,8,0,0,0,2,1,,10,2018,1,031064,1,1810.5,2368,112,1
3,8,2,0,0,4,1,,10,2018,1,031065,3,2213.8,3198,141,24
3,9,,,,,,1,10,2018,1,031066,3,1944,0,149,1
3,7,2,0,0,4,1,,10,2018,1,031067,2,1909.9,2308,134,21
3,8,5,0,0,9,1,,10,2018,1,031068,3,2349.1,3462,144,8
3,7,,,,,,1,10,2018,1,031069,1,1820,0,148,61
3,8,0,0,0,1,1,,10,2018,5,031071,1,2186.9,2757,110,103
3,9,,,,,,1,10,2018,1,031073,3,2252.6,0,115,19
3,7,,,,,,1,10,2018,1,031074,2,2252.7,0,146,13
3,8,0,0,0,2,1,,10,2018,1,031075,1,1996.4,3277,101,62
3,8,0,0,0,1,1,,10,2018,1,031077,2,2040,2754,109,57
3,9,0,0,0,1,1,,10,2018,1,031078,3,1934.6,3207,136,53
3,9,0,0,0,3,1,,10,2018,1,031079,4,1038.8,1579,143,24
3,7,,,,,,2,10,2018,1,031080,1,740.5,0,112,35
3,9,,,,,,2,10,2018,1,031081,4,2386.4,0,123,12
3,8,1,0,0,4,1,,10,2018,1,031082,1,1390.4,1814,128,11
3,9,,,,,,5,10,2018,1,031083,1,2141.3,0,148,3
3,8,4,0,0,6,1,,10,2018,1,031084,4,2385.3,3459,119,9
3,9,0,0,0,2,1,,10,2018,1,031086,4,1942.4,2995,114,72
3,7,2,0,0,4,1,,10,2018,1,031087,3,2215.7,3224,135,21
3,8,0,0,0,2,1,,10,2018,1,031088,2,2083.3,3472,107,77
3,8,1,0,0,4,1,,10,2018,1,031090,4,2381.2,3524,119,3
3,9,0,0,0,1,1,,10,2018,1,031091,4,2202.1,3109,100,4
3,8,0,0,0,3,1,,10,2018,1,031092,4,2381.2,2822,119,6
3,7,4,0,0,6,1,,10,2018,1,031093,2,1954.8,2444,118,31
3,9,0,0,0,2,1,,10,2018,1,031095,4,901.6,1215,114,42
3,8,0,0,0,1,1,,10,2018,1,031097,3,1868.7,2748,106,53
3,9,,,,,,1,10,2018,1,031098,2,2126.8,0,109,16
3,7,,,,,,1,10,2018,1,031100,2,2019.4,0,137,1
3,7,1,0,0,2,1,,10,2018,1,031101,1,2030.4,2106,140,63
3,9,0,0,0,2,1,,10,2018,1,031102,1,2186.9,2757,110,103
3,8,1,0,0,3,1,,10,2018,1,031104,2,2095.8,3350,107,33
3,9,0,0,0,1,1,,10,2018,1,031108,3,2114.1,3371,120,10
3,9,,,,,,1,10,2018,1,031109,3,2114.1,0,104,8
3,9,0,0,0,3,1,,10,2018,1,031111,3,2044,2811,126,12
3,7,,,,,,3,10,2018,1,031112,1,1820,0,110,62
3,8,0,0,0,1,1,,10,2018,1,031113,3,1856.1,3275,126,52
3,8,2,0,0,4,1,,10,2018,1,031115,3,2046.4,3240,103,4
3,9,,,,,,1,10,2018,1,031116,3,2252.6,0,115,22
3,7,,,,,,1,10,2018,1,031117,1,2186.9,0,124,102
3,8,,,,,,5,10,2018,1,031119,3,2017.1,0,104,23
3,9,,,,,,1,10,2018,1,031120,3,2130.4,0,106,1
3,9,0,0,0,2,1,,10,2018,5,031121,2,2136.7,2474,147,37
3,7,,,,,,1,10,2018,1,031122,1,2017.4,0,105,59
3,9,,,,,,1,10,2018,1,031123,1,1961.5,0,140,2
3,8,,,,,,5,10,2018,1,031124,4,2210.7,0,143,35
3,9,,,,,,1,10,2018,5,031125,2,2126.8,0,109,15
3,8,0,0,0,1,1,,10,2018,1,031126,2,1941.8,3902,131,34
3,7,,,,,,1,10,2018,1,031127,1,2030.5,0,105,58
3,9,0,0,0,3,1,,10,2018,1,031128,4,2202.1,3109,100,4
3,8,1,0,0,2,1,,10,2018,1,031129,3,1932.7,3052,142,54
3,8,0,0,0,1,1,,10,2018,1,031130,3,2017.1,3171,145,23
3,8,0,0,0,1,1,,10,2018,1,031131,3,1856.1,3275,126,52
3,9,,,,,,3,10,2018,1,031132,3,1950.8,0,149,29
3,7,,,,,,2,10,2018,1,031133,1,2038.3,0,124,4
3,9,,,,,,2,10,2018,1,031134,2,1929.8,0,117,35
3,8,0,0,0,2,1,,10,2018,1,031135,1,1948.6,3484,110,61
3,8,1,0,0,5,1,,10,2018,1,031136,3,2048.4,3187,142,8
3,8,,,,,,2,10,2018,1,031137,3,1953.8,0,126,42
3,9,,,,,,1,10,2018,1,031140,3,2113.4,0,144,27
3,7,,,,,,1,10,2018,1,031141,3,1953.8,0,132,54
3,7,0,0,0,1,1,,10,2018,1,031142,1,1820,2669,101,60
3,8,,,,,,1,10,2018,1,031143,4,1038.8,0,143,24
3,8,0,1,1,1,1,,10,2018,1,031144,2,2095.8,2658,107,34
3,9,,,,,,1,10,2018,1,031145,2,941.1,0,147,75
3,7,0,0,0,2,1,,10,2018,1,031146,1,2195.5,3156,116,18
3,8,2,0,0,3,1,,10,2018,1,031148,3,2029.6,2654,126,13
3,7,1,0,0,3,1,,10,2018,1,031149,3,2196.4,3451,102,44
3,8,,,,,,2,10,2018,1,031150,3,2308.3,0,135,23
3,9,0,0,0,4,1,,10,2018,1,031151,3,2215.7,3829,130,23
3,7,0,0,0,1,1,,10,2018,1,031152,2,1924,2672,146,20
3,7,4,0,0,7,1,,10,2018,1,031153,4,2294.1,2920,143,14
3,9,,,,,,1,10,2018,1,031154,3,2092,0,115,11
3,8,0,0,0,3,1,,10,2018,1,031155,4,2381.2,3502,119,10
3,8,0,0,0,1,1,,10,2018,1,031156,1,2008.5,2455,124,63
3,8,0,0,0,1,1,,10,2018,1,031157,2,2181.9,3071,107,1
3,7,,,,,,1,10,2018,1,031158,1,1935.3,0,125,1
3,9,,,,,,1,10,2018,1,031160,3,2252.6,0,115,19
3,8,0,0,0,2,1,,10,2018,1,031161,3,2099.9,3316,135,11
3,8,,,,,,1,10,2018,1,031163,3,2215.7,0,135,26
3,7,,,,,,1,10,2018,1,031164,2,1929.9,0,137,37
3,9,0,0,0,1,1,,10,2018,1,031165,3,2200.4,3601,106,34
3,9,0,1,1,1,1,,10,2018,1,031166,2,2095.8,3611,107,31
3,7,0,0,0,1,1,,10,2018,1,031167,3,2048.4,3187,142,8
3,7,0,0,0,3,1,,10,2018,1,031170,4,2404.1,3606,119,7
3,9,0,0,0,2,1,,10,2018,1,031171,3,2215.7,3112,135,22
3,7,0,0,0,3,1,,10,2018,1,031173,1,2027.6,2993,140,65
3,9,,,,,,1,10,2018,1,031174,3,2048.4,0,121,6
3,7,,,,,,1,10,2018,98,031175,2,2009.3,0,109,56
3,9,,,,,,1,10,2018,1,031176,3,2251.8,0,126,33
3,9,,,,,,2,10,2018,1,031177,2,2019.4,0,133,1
3,7,0,0,0,2,1,,10,2018,1,031178,4,2210.7,3895,143,35
3,9,0,0,0,2,1,,10,2018,1,031179,4,2369.4,3616,129,4
3,7,0,0,0,2,1,,10,2018,1,031182,1,2195.5,3156,116,18
3,9,0,0,0,1,1,,10,2018,1,031183,2,1897,3478,118,25
3,8,1,0,0,4,1,,10,2018,1,031185,3,1994.5,2762,142,50
3,9,,,,,,1,10,2018,1,031186,4,2152.2,0,100,139
3,8,0,0,0,3,1,,10,2018,1,031187,2,2019.4,3121,133,3
3,9,,,,,,1,10,2018,1,031188,2,2270.4,0,131,24
3,9,,,,,,1,10,2018,1,031189,3,2102.5,0,103,19
3,8,0,0,0,1,1,,10,2018,1,031190,2,2016.6,2847,109,37
3,7,0,0,0,1,1,,10,2018,1,031191,4,528.4,661,114,100
3,8,2,0,0,3,1,,10,2018,1,031192,2,2270.4,4063,137,28
3,8,1,0,0,3,1,,10,2018,1,031193,4,2152.2,2767,100,139
3,9,,,,,,1,10,2018,1,031194,3,575.1,0,104,5
3,8,0,0,0,1,1,,10,2018,1,031195,3,2167.6,2668,141,4
3,9,1,0,0,2,1,,10,2018,1,031196,3,2210.8,3381,142,7
3,8,4,0,0,6,1,,10,2018,1,031197,2,2019.4,2793,137,1
3,9,3,0,0,5,1,,10,2018,5,031198,4,1942.4,2995,114,72
3,7,,,,,,1,10,2018,1,031201,1,1820,0,101,64
3,9,2,0,0,4,1,,10,2018,1,031202,2,1938.5,2996,146,8
3,7,,,,,,2,10,2018,1,031203,3,2117.2,0,115,21
3,7,0,0,0,1,1,,10,2018,1,031204,4,2381.2,3016,113,6
3,9,0,0,0,2,1,,10,2018,1,031205,1,2004.3,3007,105,2
3,7,0,0,0,1,1,,10,2018,1,031206,3,2224.8,3411,130,22
3,8,1,0,0,7,1,,10,2018,1,031208,1,1820,4003,124,62
3,7,,,,,,1,10,2018,1,031209,3,2249,0,139,45
3,9,0,0,0,1,1,,10,2018,1,031210,3,2697.9,4047,106,35
3,8,0,0,0,3,1,,10,2018,1,031211,4,2381.2,2953,113,3
3,8,0,0,0,2,1,,10,2018,1,031212,1,1810.5,2573,112,2
3,8,0,0,0,1,1,,10,2018,1,031213,4,1923.5,3074,113,52
3,9,0,0,0,2,1,,10,2018,1,031215,4,1038.8,1579,143,24
3,7,,,,,,1,10,2018,1,031216,1,1820,0,110,62
3,9,,,,,,1,10,2018,1,031218,2,873.9,0,147,74
3,8,,,,,,1,10,2018,1,031219,1,1820,0,110,64
3,8,0,0,0,2,1,,10,2018,1,031220,3,886,1156,132,1
3,8,0,0,0,1,1,,10,2018,1,031222,4,2845.3,4878,119,45
3,9,,,,,,1,10,2018,1,031223,4,1038.8,0,111,24
3,7,3,0,0,9,1,,10,2018,1,031224,4,2362.2,3675,119,1
3,8,,,,,,1,10,2018,1,031225,3,2087,0,121,8
3,9,,,,,,1,10,2018,1,031226,4,2333.9,0,111,36
3,9,0,0,0,1,1,,10,2018,1,031227,4,2353.3,3383,151,1
3,9,0,0,0,3,1,,10,2018,1,031228,3,2099.9,3316,135,11
3,9,,,,,,1,10,2018,1,031230,1,2236.6,0,101,101
3,9,,,,,,1,10,2018,1,031231,3,2252.6,0,115,20
3,7,,,,,,2,10,2018,1,031232,3,1994.5,0,142,50
3,8,,,,,,1,10,2018,1,031233,4,2209.1,0,100,2
3,9,,,,,,1,10,2018,1,031234,3,2252.6,0,115,20
3,7,,,,,,1,10,2018,1,031235,3,2124.9,0,142,5
3,7,0,0,0,2,1,,10,2018,1,031237,3,1873,2927,144,49
3,8,3,0,0,5,1,,10,2018,1,031238,1,2236.6,3019,101,101
3,8,,,,,,1,10,2018,1,031239,1,2168,0,148,59
3,9,0,0,0,2,1,,10,2018,1,031240,2,1833.4,2327,134,22
3,8,0,0,0,1,1,,10,2018,1,031241,1,1820,3046,110,60
3,9,,,,,,2,10,2018,1,031243,1,1948.6,0,110,65
3,9,4,0,0,7,1,,10,2018,98,031244,3,2369.6,3160,120,47
3,9,3,0,0,5,1,,10,2018,1,031245,3,2063.7,2281,122,11
3,8,,,,,,1,10,2018,1,031246,3,2183.2,0,103,3
3,7,3,0,0,5,1,,10,2018,1,031247,1,2027.6,2993,140,65
3,7,,,,,,1,10,2018,1,031248,2,2270.4,0,137,28
3,9,,,,,,1,10,2018,1,031249,1,2030.5,0,105,60
3,8,,,,,,2,10,2018,1,031250,3,2017.1,0,142,22
3,9,0,0,0,2,1,,10,2018,1,031251,3,2196.6,3594,122,46
3,7,0,0,0,1,1,,10,2018,1,031252,2,2029.5,2283,127,12
3,9,0,0,0,2,1,,10,2018,6,031253,3,2709,3469,149,54
3,8,1,0,0,6,1,,10,2018,1,031254,4,1923.5,3893,129,51
3,7,,,,,,1,10,2018,1,031255,3,2231.8,0,106,2
3,7,0,0,0,1,1,,10,2018,1,031256,2,1862.6,2897,109,73
3,8,2,0,0,4,1,,10,2018,1,031257,2,1938.5,2996,146,8
3,9,3,0,0,6,1,,10,2018,1,031258,3,2064,2643,149,54
3,7,0,0,0,2,1,,10,2018,1,031261,2,2095.8,4287,107,36
3,7,,,,,,1,10,2018,1,031262,2,1847.3,0,134,32
3,8,0,0,0,2,1,,10,2018,1,031263,4,2209.1,4737,100,2
3,7,,,,,,5,10,2018,1,031264,3,2252.6,0,115,22
3,9,,,,,,1,10,2018,1,031265,2,2109.9,0,109,38
3,9,0,0,0,1,1,,10,2018,1,031266,1,2008.5,2455,124,63
3,7,,,,,,1,10,2018,1,031267,1,1820,0,101,64
3,7,,,,,,1,10,2018,1,031269,2,2115.6,0,147,38
3,9,0,0,0,2,1,,10,2018,1,031270,3,1965.3,3628,145,50
3,7,0,0,0,2,1,,10,2018,1,031271,1,2174.6,3680,148,102
3,7,0,0,0,1,1,,10,2018,1,031272,4,2381.2,3502,119,10
3,8,,,,,,1,10,2018,1,031273,1,2038.3,0,110,3
3,8,0,0,0,2,1,,10,2018,1,031274,3,2199.2,3299,126,2
3,8,,,,,,1,10,2018,1,031275,3,2069.2,0,126,4
3,8,,,,,,4,10,2018,1,031276,1,1820,0,148,62
3,9,,,,,,1,10,2018,1,031277,1,2014.4,0,116,3
3,8,2,0,0,4,1,,10,2018,1,031278,3,2029.6,2654,126,13
3,8,,,,,,1,10,2018,1,031279,2,2065.4,0,107,74
3,9,,,,,,1,10,2018,1,031280,4,2159.8,0,100,91
3,7,,,,,,1,10,2018,1,031282,1,2038.3,0,124,3
3,8,0,0,0,2,1,,10,2018,1,031283,2,1999.7,3452,117,38
3,9,6,0,0,10,1,,10,2018,1,031284,2,860.8,861,109,108
3,9,,,,,,1,10,2018,1,031285,3,2224.8,0,135,24
3,7,,,,,,1,10,2018,1,031286,1,2038.3,0,124,5
3,7,0,0,0,1,1,,10,2018,1,031287,2,2270.4,3226,131,24
3,8,,,,,,2,10,2018,1,031289,3,2348.7,0,102,40
3,9,3,0,0,5,1,,10,2018,5,031290,3,2224.8,3135,135,24
3,9,0,0,0,2,1,,10,2018,1,031291,2,2343.4,5047,134,14
3,8,,,,,,1,10,2018,1,031292,3,2262.6,0,102,43
3,7,,,,,,1,10,2018,1,031293,1,2030.5,0,140,66
3,7,0,0,0,2,1,,10,2018,1,031294,3,2359.4,2732,142,46
3,8,0,0,0,2,1,,10,2018,1,031295,4,2338.2,3340,143,13
3,8,0,0,0,1,1,,10,2018,1,031297,2,1995.9,2836,137,20
3,7,,,,,,1,10,2018,1,031299,3,2151.4,0,103,33
3,8,0,0,0,7,1,,10,2018,1,031300,3,2117.2,3909,115,21
3,8,1,0,0,3,1,,10,2018,1,031301,4,2333.9,3890,111,36
3,9,,,,,,2,10,2018,1,031302,2,866.9,0,109,92
3,8,0,0,0,1,1,,10,2018,1,031303,2,1941.8,3902,131,34
3,8,0,0,0,2,1,,10,2018,1,031304,2,2095.8,2957,107,32
3,8,,,,,,2,10,2018,1,031305,3,2114.3,0,102,2
3,7,1,0,0,2,1,,10,2018,1,031306,2,2270.4,4115,133,22
3,7,,,,,,1,10,2018,1,031308,1,2230.3,0,125,18
3,9,2,0,0,4,1,,10,2018,1,031310,3,575.1,1464,104,5
3,9,,,,,,5,10,2018,1,031312,3,2115.1,0,106,3
3,9,0,0,0,4,1,,10,2018,1,031313,2,2019.4,2747,137,2
3,7,,,,,,2,10,2018,1,031314,2,866.9,0,109,92
3,7,,,,,,1,10,2018,1,031315,2,2095.8,0,107,35
3,8,0,0,0,2,1,,10,2018,1,031316,2,1909.9,2308,134,21
3,8,1,0,0,5,1,,10,2018,6,031317,2,1925.1,2599,134,7
3,8,1,0,0,3,1,,10,2018,1,031318,4,1038.8,1773,143,23
3,7,0,0,0,2,1,,10,2018,1,031319,2,2058.8,3509,137,19
3,8,,,,,,1,10,2018,1,031322,2,1941.8,0,137,38
3,9,,,,,,1,10,2018,1,031324,4,2415.6,0,151,3
3,8,,,,,,1,10,2018,1,031325,2,2146.2,0,118,2
3,8,0,0,0,2,1,,10,2018,1,031326,3,2017.1,3946,136,21
3,7,0,0,0,2,1,,10,2018,1,031327,4,2362.2,3006,113,4
3,7,,,,,,1,10,2018,1,031328,2,2019.4,0,137,2
3,7,2,0,0,4,1,,10,2018,1,031329,3,2117.2,2897,115,24
3,8,1,0,0,3,1,,10,2018,1,031330,2,2270.4,4115,133,22
3,7,,,,,,3,10,2018,1,031331,4,2343,0,138,57
3,9,1,0,0,3,1,,10,2018,1,031332,3,2092,2615,115,10
3,7,,,,,,2,10,2018,1,031333,1,1820,0,148,62
3,7,0,0,0,4,1,,10,2018,1,031334,4,2381.2,2822,129,3
3,7,1,0,0,4,1,,10,2018,1,031336,3,2308.3,4061,130,26
3,7,,,,,,1,10,2018,1,031338,4,2380,0,111,11
3,8,0,0,0,2,1,,10,2018,1,031339,3,1932.7,3052,142,54
3,7,,,,,,1,10,2018,1,031340,1,1820,0,101,64
3,7,,,,,,1,10,2018,1,031341,3,1868.7,0,106,53
3,9,3,0,0,7,1,,10,2018,1,031342,4,2264.8,3850,119,5
3,9,0,0,0,4,1,,10,2018,1,031343,1,2030.5,3094,140,64
3,9,1,0,0,3,1,,10,2018,1,031344,3,2224.8,3893,141,27
3,8,4,0,0,6,1,,10,2018,1,031345,4,2381.2,2899,113,1
3,7,0,0,0,2,1,,10,2018,1,031346,2,2009.3,6028,109,56
3,9,0,0,0,2,1,,10,2018,1,031347,3,2057,2880,104,10
3,8,0,0,0,2,1,,10,2018,1,031348,2,1924,2672,146,20
3,9,,,,,,1,10,2018,1,031349,1,759.1,0,128,27
3,8,,,,,,1,10,2018,1,031351,2,2270.4,0,117,25
3,9,,,,,,1,10,2018,1,031352,3,2074.2,0,102,1
3,7,,,,,,1,10,2018,1,031353,2,1999.7,0,137,36
3,8,0,0,0,2,1,,10,2018,1,031354,4,2354.8,3878,108,22
3,9,1,0,0,3,1,,10,2018,5,031355,3,2402.6,2949,149,56
3,7,0,0,0,3,1,,10,2018,1,031356,4,2443.4,2618,143,12
3,7,,,,,,1,10,2018,1,031357,3,2254.8,0,135,20
3,8,0,0,0,1,1,,10,2018,1,031358,4,2362.2,3508,113,10
3,7,,,,,,1,10,2018,1,031360,3,2099.9,0,135,11
3,8,0,0,0,1,1,,10,2018,1,031361,4,901.6,1215,114,42
3,7,1,0,0,4,1,,10,2018,1,031362,4,2381.2,3175,129,8
3,7,,,,,,1,10,2018,1,031363,1,2008.5,0,148,63
3,7,0,0,0,2,1,,10,2018,1,031364,3,2268.9,3506,149,18
3,9,0,0,0,2,1,,10,2018,1,031365,4,2159.8,3040,100,91
3,8,0,0,0,1,1,,10,2018,1,031366,3,1950.8,2322,149,29
3,9,,,,,,2,10,2018,1,031367,2,2090.8,0,127,1
3,8,,,,,,2,10,2018,1,031368,2,2019.4,0,131,1
3,9,,,,,,1,10,2018,1,031369,2,2270.4,0,133,23
3,9,0,0,0,1,1,,10,2018,1,031370,3,2167.6,2890,150,2
3,8,0,0,0,1,1,,10,2018,1,031371,3,2130.4,3348,106,1
3,7,0,0,0,3,1,,10,2018,1,031372,4,2381.2,2822,119,6
3,8,0,0,0,1,1,,10,2018,1,031373,3,2150,2782,102,39
3,7,2,0,0,4,1,,10,2018,1,031375,1,1961.8,3065,140,1
3,9,,,,,,1,10,2018,1,031376,4,2362.2,0,113,10
3,9,0,0,0,2,1,,10,2018,1,031377,3,2087.2,3787,121,7
3,8,1,0,0,3,1,,10,2018,1,031379,2,1942.9,3314,146,28
3,9,,,,,,1,10,2018,1,031380,2,2344.6,0,127,21
3,8,0,0,0,1,1,,10,2018,1,031381,4,2381.2,2656,113,9
3,9,,,,,,1,10,2018,1,031382,3,2066,0,106,15
3,8,0,0,0,2,1,,10,2018,1,031383,4,2264.8,3850,119,5
3,8,,,,,,1,10,2018,1,031384,1,2038.3,0,101,1
3,9,0,0,0,2,1,,10,2018,1,031385,2,1941.8,4237,133,33
3,8,3,0,0,6,1,,10,2018,1,031386,3,2224.8,3072,141,25
3,7,0,0,0,2,1,,10,2018,1,031387,1,1820,4003,124,61
3,9,0,0,0,5,1,,10,2018,1,031389,4,1606.4,2162,108,39
3,9,0,0,0,1,1,,10,2018,1,031390,4,2362.2,3806,151,6
3,8,1,0,0,2,1,,10,2018,1,031392,1,2004.3,3875,140,4
3,9,0,0,0,2,1,,10,2018,1,031393,3,2212.7,4267,145,9
3,8,0,0,0,1,1,,10,2018,1,031395,3,2070.3,2397,115,1
3,7,0,0,0,1,1,,10,2018,1,031396,4,2195.9,3404,108,61
3,9,0,0,0,1,1,,10,2018,1,031397,3,1967.4,2951,122,3
3,7,,,,,,1,10,2018,1,031398,2,2058.8,0,137,19
3,8,0,0,0,1,1,,10,2018,1,031399,3,575.1,1235,136,5
3,8,,,,,,1,10,2018,1,031400,3,2048.4,0,142,8
3,9,3,0,0,4,1,,10,2018,1,031401,3,2017.1,3004,121,22
3,7,0,0,0,1,1,,10,2018,1,031402,2,2095.8,3350,107,33
3,9,,,,,,1,10,2018,1,031403,3,1873,0,144,49
3,7,,,,,,1,10,2018,1,031405,3,2224.8,0,135,24
3,9,0,0,0,1,1,,10,2018,1,031407,4,1923.5,3092,119,52
3,7,,,,,,1,10,2018,5,031410,3,2087.2,0,121,7
3,8,0,0,0,1,1,,10,2018,1,031411,4,2358.5,3885,129,9
3,8,1,0,0,4,1,,10,2018,1,031412,3,2114.1,3371,120,10
3,9,,,,,,1,10,2018,6,031413,2,2126.8,0,109,16
3,8,,,,,,1,10,2018,1,031414,2,2058.8,0,131,20
3,9,0,0,0,1,1,,10,2018,5,031415,3,2268.9,3506,149,18
3,9,,,,,,1,10,2018,1,031416,2,1924,0,146,20
3,7,0,0,0,1,1,,10,2018,1,031417,1,2030.5,2933,105,62
3,9,,,,,,1,10,2018,1,031419,4,1038.8,0,111,24
3,7,0,0,0,2,1,,10,2018,5,031420,4,2381.2,2656,113,9
3,7,,,,,,1,10,2018,1,031421,1,1398.3,0,112,22
3,7,2,0,0,6,1,,10,2018,1,031423,3,2359.4,2949,104,47
3,9,0,0,0,1,1,,10,2018,1,031425,2,1956.3,2527,117,49
3,9,0,0,0,2,1,,10,2018,1,031426,3,2187.1,3062,115,23
3,8,0,0,0,2,1,,10,2018,1,031427,1,2127.7,3648,110,1
3,7,4,0,0,7,1,,10,2018,5,031428,2,2270.4,3606,117,24
3,9,1,0,0,3,1,,10,2018,1,031429,3,2063.7,2281,122,11
3,7,0,0,0,3,1,,10,2018,1,031430,1,2239.3,3536,125,16
3,8,,,,,,2,10,2018,1,031431,1,2038.3,0,110,2
3,8,0,0,0,3,1,,10,2018,1,031432,3,2359.4,3217,145,47
3,7,0,0,0,2,1,,10,2018,1,031433,2,1913.1,3416,117,36
3,7,0,0,0,3,2,,10,2018,1,031434,4,2358.5,3885,129,9
3,7,1,0,0,4,1,,10,2018,1,031435,1,955.1,1671,105,151
3,8,2,0,0,4,1,,10,2018,1,031438,2,2253.5,3314,109,1
3,8,0,0,0,1,1,,10,2018,1,031439,1,1820,4003,110,62
3,7,,,,,,1,10,2018,1,031440,3,2087.2,0,121,5
3,8,0,0,0,1,1,,10,2018,1,031441,3,1934.6,3489,120,53
3,7,0,0,0,4,1,,10,2018,1,031442,4,2279.1,3672,143,11
3,9,0,0,0,2,1,,10,2018,1,031444,2,2270.4,3406,133,23
